id,name,address
4466,Harrison Memorial Hospital,"2520 Cherry Avenue, Bremerton, WA, 98310"
4467,Peachealth St John Medical Center,"1615 Delaware Street, Longview, WA, 98632"
4468,Deaconess Hospital,"W 800 Fifth Avenue, Spokane, WA, 99210"
4469,Walla Walla General Hospital,"1025 S Second Ave, Walla Walla, WA, 99362"
4470,Peacehealth Southwest Medical Center,"400 Ne Mother Joseph Place, Vancouver, WA, 98668"
4471,Overlake Hospital Medical Center,"1035-116th Ave Ne, Bellevue, WA, 98004"
4472,Group Health Central Hospital,"201 - 16th Avenue East, Seattle, WA, 98112"
4473,Kennewick General Hospital,"900 South Auburn Street, Kennewick, WA, 99336"
4474,Providence Sacred Heart Medical Center,"101 West 8th Avenue, Spokane, WA, 99204"
4475,Kadlec Regional Medical Center,"888 Swift Blvd, Richland, WA, 99352"
4476,Cascade Valley Hospital,"330 S Stillaguamish Ave, Arlington, WA, 98223"
4477,Harborview Medical Center,"325 9th Avenue, Seattle, WA, 98104"
4478,Olympic Medical Center,"939 Caroline St, Port Angeles, WA, 98362"
4479,Providence Holy Family Hospital,"5633 North Lidgerwood, Spokane, WA, 99208"
4480,Multicare Good Samaritan Hospital,"401 15th Avenue Se, Puyallup, WA, 98372"
4481,Evergreen Health Monroe,"14701 179th Se, Monroe, WA, 98272"
4482,Valley Medical Center,"400 S 43rd St, Renton, WA, 98055"
4483,St Joseph Medical Center,"1717 South J Street, Tacoma, WA, 98405"
4484,Valley Hospital,"12606 East Mission Avenue, Spokane, WA, 99216"
4485,Evergreenhealth Medical Center,"12040 Ne 128th Street, Kirkland, WA, 98034"
4486,Tacoma General Allenmore Hospital,"315 S Mlk Jr Way, Tacoma, WA, 98405"
4487,Capital Medical Center,"3900 Capital Mall Dr Sw, Olympia, WA, 98502"
4488,St Francis Community Hospital,"34515 9th Avenue South, Federal Way, WA, 98003"
4489,Confluence Health- Wenatchee Valley Hosp & Clinics,"820 North Chelan Avenue, Wenatchee, WA, 98801"
4490,Legacy Salmon Creek Medical Center,"2211 Ne 139th Street, Vancouver, WA, 98686"
4491,St Anthony Hospital,"11567 Canterwood Boulevard Nw, Gig Harbor, WA, 98332"
4492,Swedish Issaquah,"751 Ne Blakely Dr, Issaquah, WA, 98029"
4493,Garfield County Memorial Hospital,"66 North Sixth Street, Pomeroy, WA, 99347"
4494,Dayton General Hospital,"1012 South 3rd Street, Dayton, WA, 99328"
4495,Willapa Harbor Hospital,"800 Alder Street, South Bend, WA, 98586"
4496,Summit Pacific Medical Center-swing Bed Unit,"600 East Main Street, Elma, WA, 98541"
4497,Lincoln Hospital,"10 Nichols Street, Davenport, WA, 99122"
4498,Odessa Memorial Healthcare Center,"502 E Amende Drive, Odessa, WA, 99159"
4499,Coulee Medical Center,"411 Fortuyn Road, Grand Coulee, WA, 99133"
4500,Providence St Joseph Hospital,"500 East Webster, Chewelah, WA, 99109"
4501,Newport Community Hospital,"714 West Pine Street, Newport, WA, 99156"
4502,East Adams Rural Hospital,"903 South Adams, Ritzville, WA, 99169"
4503,Prosser Memorial Hospital,"723 Memorial Street, Prosser, WA, 99350"
4504,Cascade Medical Center,"817 Commercial Street, Leavenworth, WA, 98826"
4505,Ocean Beach Hospital,"174 First Avenue North, Ilwaco, WA, 98624"
4506,Skyline Hospital,"211 Skyline Drive, White Salmon, WA, 98672"
4507,Klickitat Valley Hospital,"310 South Roosevelt, Goldendale, WA, 98620"
4508,Columbia Basin Hospital,"200 Nat Washington Way, Ephrata, WA, 98823"
4509,Othello Community Hospital,"315 North 14th Avenue, Othello, WA, 99344"
4510,Morton General Hospital,"521 Adams Street, Morton, WA, 98356"
4511,Quincy Valley Hospital,"908 10th Avenue Southwest, Quincy, WA, 98848"
4512,North Valley Hospital,"203 South Western, Tonasket, WA, 98855"
4513,Ferry County Memorial Hospital,"36 Klondike Road, Republic, WA, 99166"
4514,Jefferson Healthcare,"834 Sheridan Street, Port Townsend, WA, 98368"
4515,Three Rivers Hospital,"507 Hospital Way, Brewster, WA, 98812"
4516,Forks Community Hospital,"530 Bogachiel Way, Forks, WA, 98331"
4517,Providence Mount Carmel Hospital,"982 East Columbia, Colville, WA, 99114"
4518,Whitman Hospital And Medical Center,"1200 West Fairview, Colfax, WA, 99111"
4519,Mid Valley Hospital,"810 Jasmine Street, Omak, WA, 98841"
4520,Peacehealth United General Medical Center,"2000 Hospital Drive, Sedro Woolley, WA, 98284"
4521,Sunnyside Community Hospital,"1016 Tacoma Avenue, Sunnyside, WA, 98944"
4522,Pullman Regional Hospital,"835 S Bishop Blvd, Pullman, WA, 99163"
4523,Tri-state Memorial Hospital,"1221 Highland Avenue, Clarkston, WA, 99403"
4524,Kittitas Valley Community Hospital,"603 South Chestnut, Ellensburg, WA, 98926"
4525,Lake Chelan Community Hospital,"503 East Highland, Chelan, WA, 98816"
4526,St Elizabeth Hospital,"1450 Battersby Avenue, Enumclaw, WA, 98022"
4527,Mason General Hospital & Family Of Clinics,"901 Mt View Drive, Shelton, WA, 98584"
4528,Lourdes Medical Center,"520 N Fourth Avenue, Pasco, WA, 99301"
4529,Snoqualmie Valley Hospital,"9801 Frontier Ave Se, Snoqualmie, WA, 98065"
4530,Whidbey General Hospital,"101 North Main Street, Coupeville, WA, 98239"
4531,Peacehealth Peace Island Medical Center,"1117 Spring Street, Friday Harbor, WA, 98250"
4532,Seattle Children's Hospital,"4800 Sand Point Way Ne, Po Box C-5371, Seattle, WA, 98105"
4533,Mary Bridge Children's Hospital,"317 Martin Luther King Jr W Box 5299, Tacoma, WA, 98415"
4534,Shriners Hospital For Children,"911 West 5th Avenue, Spokane, WA, 99204"
4535,West Virginia University Hospitals,"Medical Center Drive, Morgantown, WV, 26506"
4536,Greenbrier Valley Medical Center,"1320 Maplewood Avenue, Ronceverte, WV, 24970"
4537,United Hospital Center,"327 Medical Park Drive, Bridgeport, WV, 26330"
4538,St Mary's Medical Center,"2900 1st Avenue, Huntington, WV, 25702"
4539,Berkeley Medical Center,"2500 Hospital Drive, Martinsburg, WV, 25401"
4540,Pleasant Valley Hospital,"2520 Valley Drive, Point Pleasant, WV, 25550"
4541,Reynolds Memorial Hospital,"800 Wheeling Ave, Glen Dale, WV, 26038"
4542,Charleston Area Medical Center,"501 Morris Street, Charleston, WV, 25301"
4543,Weirton Medical Center,"601 Colliers Way, Weirton, WV, 26062"
4544,Monongalia County General Hospital,"1200 Jd Anderson Dr, Morgantown, WV, 26505"
4545,Thomas Memorial Hospital,"4605 Maccorkle Ave Sw, South Charleston, WV, 25309"
4546,Davis Medical Center,"812 Gorman Avenue, Elkins, WV, 26241"
4547,St Francis Hospital,"333 Laidley St, Charleston, WV, 25301"
4548,Stonewall Jackson Memorial Hospital,"230 Hospital Plaza, Weston, WV, 26452"
4549,Ohio Valley Medical Center,"2000 Eoff Street, Wheeling, WV, 26003"
4550,Princeton Community Hospital,"122 12th Street, Princeton, WV, 24740"
4551,Fairmont Regional Medical Center,"1325 Locust Avenue, Fairmont, WV, 26554"
4552,Logan Regional Medical Center,"20 Hospital Drive, Logan, WV, 25601"
4553,Wheeling Hospital,"1 Medical Park, Wheeling, WV, 26003"
4554,Cabell Huntington Hospital Inc,"1340 Hal Greer Boulevard, Huntington, WV, 25701"
4555,Camden Clark Medical Center,"800 Garfield Ave, Parkersburg, WV, 26101"
4556,Beckley Arh Hospital,"306 Stanaford Road, Beckley, WV, 25801"
4557,Raleigh General Hospital,"1710 Harper Road, Beckley, WV, 25801"
4558,Bluefield Regional Medical Center,"500 Cherry St, Bluefield, WV, 24701"
4559,Wetzel County Hospital,"#3 East Benjamin Drive, New Martinsville, WV, 26155"
4560,Williamson Memorial Hospital,"859 Alderson Street, Williamson, WV, 25661"
4561,Summersville Regional Medical Center,"400 Fairview Heights Road, Summersville, WV, 26651"
4562,Welch Community Hospital,"454 Mcdowell Street, Welch, WV, 24801"
4563,Charleston Surgical Hospital,"1306 Kanawha Boulevard East, Charleston, WV, 25301"
4564,"Broaddus Hospital Association, Inc","1 Healthcare Drive Mansfield Hill, Philippi, WV, 26416"
4565,Webster County Memorial Hospital,"324 Miller Mountain Drive, Webster Springs, WV, 26288"
4566,Minnie Hamilton Health System,"186 Hospital Drive, Grantsville, WV, 26147"
4567,Sistersville General Hospital,"314 South Wells Street, Sistersville, WV, 26175"
4568,Roane General Hospital,"200 Hospital Drive, Spencer, WV, 25276"
4569,Grafton City Hospital,"1 Hospital Plaza, Grafton, WV, 26354"
4570,Braxton County Memorial Hospital,"100 Hoylman Drive, Gassaway, WV, 26624"
4571,War Memorial Hospital Inc,"1 Healthy Way, Berkeley Springs, WV, 25411"
4572,Summers County Arh Hospital,"115 Summers Hospital Road, Hinton, WV, 25951"
4573,Hampshire Memorial Hospital,"363 Sunrise Boulevard, Romney, WV, 26757"
4574,Preston Memorial Hospital,"150 Memorial Drive, Kingwood, WV, 26537"
4575,Boone Memorial Hospital,"701 Madison Avenue, Madison, WV, 25130"
4576,Pocahontas Memorial Hospital,"150 Duncan Road, Buckeye, WV, 24924"
4577,Potomac Valley Hospital,"100 Pin Oak Lane, Keyser, WV, 26726"
4578,Grant Memorial Hospital,"117 Hospital Drive, Petersburg, WV, 26847"
4579,Plateau Medical Center,"430 Main Street, West, Oak Hill, WV, 25901"
4580,"Montgomery General Hospital, Inc","401 Sixth Avenue, Montgomery, WV, 25136"
4581,Jefferson Medical Center,"300 South Preston Street, Ranson, WV, 25438"
4582,Jackson General Hospital,"122 Pinnell St, Ripley, WV, 25271"
4583,St Joseph Hospital,"1 Amalia Drive, Buckhannon, WV, 26201"
4584,Ministry St Michaels Hospital Of Stevens Point,"900 Illinois Ave, Stevens Point, WI, 54481"
4585,Mayo Clinic Hlth System  Franciscan Med Ctr,"700 West Avenue South, La Crosse, WI, 54601"
4586,Waukesha Memorial Hospital,"725 American Ave, Waukesha, WI, 53188"
4587,St Elizabeth Hospital,"1506 S Oneida St, Appleton, WI, 54915"
4588,Lakeview Medical Center,"1700 West Stout Street, Rice Lake, WI, 54868"
4589,Sacred Heart Hospital,"900 W Clairemont Ave, Eau Claire, WI, 54701"
4590,St Josephs Hospital,"2661 County Hwy I, Chippewa Falls, WI, 54729"
4591,Ministry Saint Marys Hospital,"2251 North Shore Dr, Rhinelander, WI, 54501"
4592,United Hospital System,"6308 Eighth Ave, Kenosha, WI, 53143"
4593,Columbia St Marys Hospital Ozaukee,"13111 N Port Washington Rd, Mequon, WI, 53097"
4594,The Monroe Clinic,"2005 5th Street, Monroe, WI, 53566"
4595,Aspirus Wausau Hospital,"333 Pine Ridge Blvd, Wausau, WI, 54401"
4596,Aspirus Riverview Hospital & Clinics Inc,"410 Dewey St, Wisconsin Rapids, WI, 54495"
4597,Aurora Medical Ctr Manitowoc County,"5000 Memorial Drive, Two Rivers, WI, 54241"
4598,Aurora Sheboygan Memorial Medical Ctr,"2629 N 7th St, Sheboygan, WI, 53083"
4599,Ministry Saint Josephs Hospital,"611 St Joseph Ave, Marshfield, WI, 54449"
4600,Aurora Medical Ctr Washington County,"1032 E Sumner St, Hartford, WI, 53027"
4601,Divine Savior Healthcare,"2817 New Pinery Road, Portage, WI, 53901"
4602,St Nicholas Hospital,"3100 Superior Ave, Sheboygan, WI, 53081"
4603,Thedacare Regional Medical Center - Neenah Inc,"130 2nd St, Neenah, WI, 54956"
4604,Mercy Medical Center Of Oshkosh,"500 S Oakwood Rd, Oshkosh, WI, 54904"
4605,Bellin Memorial Hospital,"744 S Webster Ave, Green Bay, WI, 54305"
4606,Columbia St Marys Hospital Milwaukee,"2323 N Lake Dr, Milwaukee, WI, 53211"
4607,Ssm Health St Clare Hospital - Baraboo,"707 14th St, Baraboo, WI, 53913"
4608,Aurora Memorial Hospital Burlington,"252 Mchenry St, Burlington, WI, 53105"
4609,Oconomowoc Memorial Hospital,"791 E Summit Ave, Oconomowoc, WI, 53066"
4610,St Josephs Community Hospital Of West Bend,"3200 Pleasant Valley Road, West Bend, WI, 53095"
4611,Mercy Health System Corp,"1000 Mineral Point Ave, Janesville, WI, 53548"
4612,Mayo Clinic Health System In Eau Claire,"1221 Whipple St, Eau Claire, WI, 54703"
4613,Fort Memorial Hospital,"611 Sherman Ave E, Fort Atkinson, WI, 53538"
4614,St Vincent Hospital,"835 S Van Buren St, Green Bay, WI, 54301"
4615,Beaver Dam Community Hospital,"707 S University Ave, Beaver Dam, WI, 53916"
4616,Wheaton Franciscan Healthcare St Francis Hospital,"3237 S 16th St, Milwaukee, WI, 53215"
4617,Ssm Health St Mary's Hospital - Madison,"700 South Park St, Madison, WI, 53715"
4618,Gundersen Lutheran Medical Center,"1910 South Ave, La Crosse, WI, 54601"
4619,St Agnes Hospital,"430 E Division St, Fond Du Lac, WI, 54935"
4620,Unitypoint Health - Meriter,"202 S Park St, Madison, WI, 53715"
4621,Howard Young Medical Ctr,"240 Maple St, Woodruff, WI, 54568"
4622,Sauk Prairie Hospital,"260 26th Street, Prairie Du Sac, WI, 53578"
4623,Wheaton Franciscan Healthcare All Saints,"3801 Spring St, Racine, WI, 53405"
4624,St Marys Hospital Medical Ctr,"1726 Shawano Ave, Green Bay, WI, 54303"
4625,University Of Wi  Hospitals & Clinics Authority,"600 Highland Avenue, Madison, WI, 53792"
4626,Beloit Memorial Hospital,"1969 W Hart Rd, Beloit, WI, 53511"
4627,Aurora Lakeland Medical Center,"W3985 County Road Nn, Elkhorn, WI, 53121"
4628,Community Memorial Hospital,"W180 N8085 Town Hall Rd, Menomonee Falls, WI, 53051"
4629,Holy Family Memorial,"2300 Western Ave, Manitowoc, WI, 54221"
4630,Mile Bluff Medical Center,"1050 Division St, Mauston, WI, 53948"
4631,Bay Area Medical Center,"3100 Shore Drive, Marinette, WI, 54143"
4632,Phs Indian Hospital At Pine Ridge,"Highway 18, Main St., Bldg. 159, Pine Ridge, SD, 57770"
4633,"Roy Lester Schneider Hospital,the","9048 Sugar Estate, St Thomas, VI, 801"
4634,Gov Juan F Luis Hospital & Medical Ctr,"#4007 Est Diamond Ruby, Christiansted, St Croix, VI, 820"
4635,Watertown Regional Medical Center,"125 Hospital Drive, Watertown, WI, 53098"
4636,Wheaton Franciscan - St Joseph,"5000 W Chambers St, Milwaukee, WI, 53210"
4637,Aurora St Lukes Medical Center,"2900 W Oklahoma Ave, Milwaukee, WI, 53215"
4638,Aurora West Allis Medical Center,"8901 W Lincoln Ave, West Allis, WI, 53227"
4639,Thedacare Regional Medical Center - Appleton Inc,"1818 N Meade St, Appleton, WI, 54911"
4640,Froedtert Memorial Lutheran Hospital,"9200 W Wisconsin Ave, Milwaukee, WI, 53226"
4641,Aurora Medical Ctr Kenosha,"10400 75th St, Kenosha, WI, 53142"
4642,Aurora Baycare Medical Ctr,"2845 Greenbrier Rd, Green Bay, WI, 54311"
4643,Orthopaedic Hospital Of Wisconsin,"475 W River Woods Pkwy, Glendale, WI, 53212"
4644,Columbia Center,"13125 N Port Washington Rd, Mequon, WI, 53097"
4645,Oakleaf Surgical Hospital,"1000 Oakleaf Way, Altoona, WI, 54720"
4646,Aurora Medical Ctr Oshkosh,"855 N Westhaven Drive, Oshkosh, WI, 54904"
4647,St Clares Hospital Of Weston,"3400 Ministry Parkway, Weston, WI, 54476"
4648,Wheaton Franciscan Healthcare Franklin,"10101 South 27th St, Franklin, WI, 53132"
4649,Midwest Orthopedic Specialty Hospital,"10101 South 27th St  2nd Floor, Franklin, WI, 53132"
4650,Aurora Medical Center,"36500 Aurora Drive, Summit, WI, 53066"
4651,Aurora Medical Center,"975 Port Washington Road, Grafton, WI, 53024"
4652,Ssm Health St Mary's Hospital - Janesville,"3400 East Racine Street, Janesville, WI, 53546"
4653,Ministry Eagle River Memorial Hospital,"201 Hospital Road, Eagle River, WI, 54521"
4654,Mayo Clinic Health System Oakridge,"13025 8th St, Osseo, WI, 54758"
4655,Thedacare Medical Center - Wild Rose Inc,"601 Grove Ave, Wild Rose, WI, 54984"
4656,Gundersen St Josephs Hospital And Clinics,"400 Water Ave, Hillsboro, WI, 54634"
4657,Mayo Clinic Hlth Systm Franciscan Hlthcare Sparta,"310 W Main St, Sparta, WI, 54656"
4658,Chippewa Valley Hospital,"1220 3rd Ave W, Durand, WI, 54736"
4659,Amery Hospital & Clinic,"265 Griffin Street East, Amery, WI, 54001"
4660,Moundview Memorial Hospital And Clinics,"402 W Lake St, Friendship, WI, 53934"
4661,Hshs St Clare Memorial Hospital,"855 S Main St, Oconto Falls, WI, 54154"
4662,Our Lady Of Victory Hospital,"1120 Pine St, Stanley, WI, 54768"
4663,Memorial Hospital Of Lafayette County,"800 Clay St, Darlington, WI, 53530"
4664,Ministry Sacred Heart Hospital,"401 W Mohawk Dr  Suite 100, Tomahawk, WI, 54487"
4665,Mayo Clinic Health System  Chippewa Valley,"1501 Thompson St, Bloomer, WI, 54724"
4666,Mayo Clinic Health System  Northland,"1222 E Woodland Ave, Barron, WI, 54812"
4667,Gundersen Tri-county Hospital And Clinics,"18601 Lincoln St, Whitehall, WI, 54773"
4668,Calumet Medical Center,"614 Memorial Drive, Chilton, WI, 53014"
4669,Ladd Memorial Hospital,"2600 65th Avenue, Osceola, WI, 54020"
4670,Edgerton Hospital And Health Services,"11101 N Sherman Road, Edgerton, WI, 53534"
4671,Tomah Memorial Hospital,"321 Butts Ave, Tomah, WI, 54660"
4672,Ripon Medical Center,"845 Parkside St, Ripon, WI, 54971"
4673,Grant Regional Health Center,"507 S Monroe St, Lancaster, WI, 53813"
4674,Memorial Medical Center,"216 Sunset Place, Neillsville, WI, 54456"
4675,"Aspirus Medford Hospital & Clinics, Inc","135 S Gibson St, Medford, WI, 54451"
4676,Flambeau Hospital,"98 Sherry Ave, Park Falls, WI, 54552"
4677,Thedacare Medical Center New London,"1405 Mill St, New London, WI, 54961"
4678,Waupun Memorial Hospital,"620 W Brown St, Waupun, WI, 53963"
4679,Rusk County Memorial Hospital,"900 College Ave West, Ladysmith, WI, 54848"
4680,St Marys Hospital Of Superior,"3500 Tower Ave, Superior, WI, 54880"
4681,Crossing Rivers Health Medical Center,"37868 Us Hwy 18, Prairie Du Chien, WI, 53821"
4682,Burnett Medical Center,"257 W St George Ave, Grantsburg, WI, 54840"
4683,Spooner Health System,"1280 Chandler Dr, Spooner, WI, 54801"
4684,Black River Memorial Hospital,"711 W Adams St, Black River Falls, WI, 54615"
4685,Thedacare Medical Center - Waupaca Inc,"800 Riverside Drive, Waupaca, WI, 54981"
4686,Hudson Hospital,"405 Stageline Road, Hudson, WI, 54016"
4687,Hayward Area Memorial Hospital,"11040 N State Rd 77, Hayward, WI, 54843"
4688,St Croix Regional Medical Center,"235 State Street, Saint Croix Falls, WI, 54024"
4689,Columbus Community Hospital,"1515 Park Ave, Columbus, WI, 53925"
4690,Good Samaritan Health Center,"601 S Center Ave, Merrill, WI, 54452"
4691,Mayo Clinic Health System  Red Cedar,"2321 Stout Rd, Menomonie, WI, 54751"
4692,Richland Hospital,"333 E Second St, Richland Center, WI, 53581"
4693,Indianhead Medical Center Shell Lake,"113 4th Ave, Shell Lake, WI, 54871"
4694,Stoughton Hospital,"900 Ridge St, Stoughton, WI, 53589"
4695,Gundersen Boscobel Area Hospital And Clinics,"205 Parker St, Boscobel, WI, 53805"
4696,Westfields Hospital And Clinic,"535 Hospital Rd, New Richmond, WI, 54017"
4697,Thedacare Medical Center - Shawano Inc,"100 County Rd B, Shawano, WI, 54166"
4698,Western Wisconsin Health,"1100 Bergslien St, Baldwin, WI, 54002"
4699,Vernon Memorial Hospital,"507 South Main St, Viroqua, WI, 54665"
4700,River Falls Area Hospital,"1629 E Division St, River Falls, WI, 54022"
4701,Aspirus Langlade Hospital,"112 E Fifth Ave, Antigo, WI, 54409"
4702,Reedsburg Area Medical Center,"2000 N Dewey Ave, Reedsburg, WI, 53959"
4703,Upland Hills Health,"800 Compassion Way, Dodgeville, WI, 53533"
4704,Cumberland Memorial Hospital,"1110 7th Avenue, Cumberland, WI, 54829"
4705,Southwest Health Center,"1400 East Side Rd, Platteville, WI, 53818"
4706,Thedacare Medical Center - Berlin Inc,"225 Memorial Drive, Berlin, WI, 54923"
4707,Bellin Health Oconto Hospital,"820 Arbutus Ave, Oconto, WI, 54153"
